Places in the Heart (1984);0.5522212977513484,0.6488983716634332,;
Muse, The (1999);0.46837878640204444,0.38803148698542195,;
Hugo Pool (1997);0.6074372895424555,0.10253742895978578,;
Mrs. Parker and the Vicious Circle (1994);0.3620676528975555,0.691541125801445,;
Shaggy D.A., The (1976);0.6487694638757144,0.2192929183784574,;
Safe (1995);0.21626517647719987,0.8713542421039319,;
Double Indemnity (1944);0.4874748229548974,0.9605769013960159,;
Jumpin' Jack Flash (1986);0.7027364464296639,0.12552043412758981,;
Money Train (1995);0.6216241866737596,0.06450489370436961,;
First Knight (1995);0.8473455132658372,-0.03660226828809272,;
She's Gotta Have It (1986);0.30649067162088794,0.7006681609245262,;
Escape from New York (1981);0.5813086114553027,0.4818479944749185,;
Gold Rush, The (1925);0.3188310551896406,0.978733155421219,;
Man Who Knew Too Much, The (1956);0.582189140612626,0.7397545295405873,;
Deep Rising (1998);0.6496881482916605,0.12771457559355387,;
Destination Moon (1950);0.5865029378476252,0.48118222836083663,;
Malice (1993);0.6395244293908227,0.41700637877890057,;
South Park: Bigger, Longer and Uncut (1999);0.40938677099666615,0.7983602962087922,;
Antonia's Line (Antonia) (1995);0.48656118463261916,0.7753260632033592,;
For a Few Dollars More (1965);0.47696466562685563,0.7927826663337565,;
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996);0.6279605679905045,0.22431026041875735,;
Dark Command (1940);0.44787810819594315,0.6160069955306271,;
Blues Brothers 2000 (1998);0.5801140800505572,0.06985278299808166,;
Mad City (1997);0.570904757006428,0.24037145513058278,;
Ripe (1996);0.10373296395912557,0.49121766673585626,;
Prince Valiant (1997);0.43275666415623854,0.2828501682795634,;
Bronx Tale, A (1993);0.6401088428735067,0.6795668116038399,;
Groove (2000);0.39156816260876587,0.623359183530987,;
Niagara, Niagara (1997);0.6935277081614614,0.5154331516719733,;
Hocus Pocus (1993);0.6927329686582948,0.12695905274501457,;
Weekend at Bernie's (1989);0.6430989260477539,0.15642409126053905,;
Big Sleep, The (1946);0.47304666708184406,0.9303085343529098,;
Sleepwalkers (1992);0.6110607294515619,-0.0028659660681896303,;
Cosi (1996);0.24562402046838566,0.8856456544361342,;
Chicken Run (2000);0.5003197353496726,0.7230211166387416,;
Lolita (1962);0.34940027285288305,0.8400243546558833,;
Red Dwarf, The (Le Nain rouge) (1998);0.697251240340205,0.23304054577933456,;
Masque of the Red Death, The (1964);0.7073209445558405,0.3653550611232059,;
August (1996);0.2650069466127046,-0.09463131115667504,;
Chinese Box (1997);0.4295755533571726,0.5163371015204815,;
Cool Hand Luke (1967);0.5394324513788721,0.8826422003257335,;
Men With Guns (1997);0.23964452620653273,0.9215514909100178,;
Before Sunrise (1995);0.4893121990617844,0.7435335704703441,;
Clockers (1995);0.3365114261878761,0.6636213760839254,;
Snake Eyes (1998);0.6442774832253905,0.16780239465674368,;
Angel and the Badman (1947);0.6597125452822888,0.5078784446810454,;
Following (1998);0.4776814169410863,0.7210990613238901,;
Squanto: A Warrior's Tale (1994);0.7589557310515875,0.305072131878207,;
God Said 'Ha!' (1998);0.47025243151399493,0.6521424149697876,;
American Werewolf in London, An (1981);0.6297984080005621,0.6025161435569881,;
Hotel de Love (1996);0.1554276069546144,0.6422967116334459,;
Kolya (1996);0.4493933880122496,0.8465281008254552,;
Snows of Kilimanjaro, The (1952);0.16283754776326428,0.6252737433342664,;
Peeping Tom (1960);0.24372687356103928,0.8796302002511771,;
Cat's Eye (1985);0.5822776139676888,0.2882210851617901,;
Kagemusha (1980);0.4687993701051717,0.9111969191849012,;
Promise, The (Versprechen, Das) (1994);0.15302798052688818,0.44504637912771083,;
Century (1993);0.3338759677360634,0.4397711096688097,;
Star Trek V: The Final Frontier (1989);0.7283081095678516,0.07621769470987486,;
Presidio, The (1988);0.7513479636081213,0.2682884862753443,;
Dracula (1931);0.4191405399401895,0.8090265296961245,;
Splash (1984);0.5536233432832613,0.4961652923488125,;
Boy Who Could Fly, The (1986);0.6126234296283257,0.3654748403714082,;
Foreign Correspondent (1940);0.4543993153842292,0.7652796794784018,;
Christmas Story, A (1983);0.6505629150643211,0.8063698728052319,;
Venice/Venice (1992);2.1333747412152572E-5,-4.343934335932123E-6,;
Getaway, The (1994);0.6481179327223139,0.17755404082614593,;
Frenzy (1972);0.3845855021675433,0.7487733747626077,;
Poison Ivy (1992);0.5691091065407654,0.19311872472968547,;
Robocop (1987);0.5401644626018173,0.5316616875658985,;
Crying Game, The (1992);0.33807247307220983,0.8512687391656785,;
Breaker Morant (1980);0.44885915561392936,0.8763084392606708,;
Time Regained (Le Temps Retrouvé) (1999);0.01021666294198781,0.8268083268762157,;
Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993);0.22935801381590967,1.0,;
American Beauty (1999);0.5061279171952195,0.9383683459991952,;
Sugar Town (1999);0.3461698578861096,0.5726958590673048,;
Twice Upon a Yesterday (1998);0.48504717574373496,0.6391635698559961,;
Hot Shots! Part Deux (1993);0.5555961007477921,0.26145726190728746,;
Omega Code, The (1999);0.5658395592394805,-0.17661425354690033,;
Playing by Heart (1998);0.6408263123225671,0.536078126038831,;
Meet Me in St. Louis (1944);0.5823382299049517,0.6855182776244051,;
Prizzi's Honor (1985);0.4481022614051066,0.7046214914153107,;
From Russia with Love (1963);0.6629388621940486,0.6249660824057333,;
Gremlins (1984);0.5870815727865146,0.4152057090154188,;
Piranha (1978);0.45227094135112617,0.19755039566958627,;
Singin' in the Rain (1952);0.6024436895026568,0.8543658451139474,;
Excess Baggage (1997);0.5501207629322851,0.22231774495303588,;
Detroit 9000 (1973);0.18930858496824182,0.24913211895111975,;
Murder, My Sweet (1944);0.3377591522171126,0.915943606909294,;
Of Human Bondage (1934);0.6036326538007528,0.6875918327854309,;
Black and White (1999);0.35883992907745516,0.4678206035977819,;
Sunshine (1999);0.42513416366027335,0.728377163712094,;
Licence to Kill (1989);0.7465017924398037,0.2147921790127591,;
Blade (1998);0.676244929444906,0.3575947036333669,;
For Whom the Bell Tolls (1943);0.49301090738721476,0.7570450631095281,;
Big Blue, The (Le Grand Bleu) (1988);0.49269607735042265,0.6858070900502112,;
Big Hit, The (1998);0.7473398621896964,0.17330200357153103,;
South Pacific (1958);0.6041128641562421,0.5658968875000192,;
House of Dracula (1945);0.440775009215187,0.44807019266569686,;
Overnight Delivery (1996);0.43890228685791144,0.327422910537896,;
Dangerous Minds (1995);0.791740132185223,0.1315870162420277,;
World Is Not Enough, The (1999);0.7773166572443501,0.24761276749287464,;
Titus (1999);0.3244931426166607,0.8042684308049199,;
Island of Dr. Moreau, The (1996);0.44357918978705996,0.12673532964444104,;
City Slickers II: The Legend of Curly's Gold (1994);0.6855100816130308,0.008394096720449478,;
Touch of Evil (1958);0.29405409938693416,0.984875366466761,;
Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998);0.6363738735267437,0.3380096735924304,;
Strange Days (1995);0.5138042954416309,0.5419159282488899,;
Great Ziegfeld, The (1936);0.4385076794294313,0.63400339411224,;
Raw Deal (1948);0.3345031058655781,0.7340745801287365,;
Buffalo 66 (1998);0.1827268087231202,0.8005844062736033,;
Goofy Movie, A (1995);0.6220152780718486,0.17698202715006225,;
To Wong Foo, Thanks for Everything! Julie Newmar (1995);0.5412885861202853,0.42265937732322145,;
Sorority House Massacre (1986);0.6275060861025885,-0.20794980984331168,;
Return to Paradise (1998);0.5984048009441365,0.5447482388139662,;
Class of Nuke 'Em High (1986);0.3054102930991629,0.2537002534133454,;
Fish Called Wanda, A (1988);0.480984709723899,0.8082363144673035,;
Around the World in 80 Days (1956);0.6202341015246993,0.5354803792444398,;
Santitos (1997);0.5374330315403651,0.6505005952506794,;
Man Who Knew Too Much, The (1934);0.4005456359677268,0.842091958830758,;
Mummy's Hand, The (1940);0.4014626761304744,0.414882596229206,;
Nothing But Trouble (1991);0.4988980799623395,0.020693639417604263,;
Cyrano de Bergerac (1990);0.49827609241683035,0.769145670826409,;
Ideal Husband, An (1999);0.5269401107705123,0.6681579280823675,;
Mo' Better Blues (1990);0.3192300043311631,0.6583453337235915,;
Solas (1999);0.2400073539398706,0.7725721537770563,;
Prom Night III: The Last Kiss (1989);0.32620867332950426,-0.09382780491627381,;
Local Hero (1983);0.4052791513056815,0.8694966744715275,;
Dadetown (1995);0.23045548432532864,0.9062439750847971,;
Mr. Mom (1983);0.6987449021571588,0.3733437906287251,;
Rocketship X-M (1950);0.6606676092541997,0.3983911502035184,;
Heavyweights (1994);0.561025486701156,0.17497730430032402,;
But I'm a Cheerleader (1999);0.367018291592954,0.6110486694481879,;
L.A. Confidential (1997);0.5112050341802129,0.8972855503733743,;
Blue Angel, The (Blaue Engel, Der) (1930);0.1667752330782176,0.989574758464018,;
Little Shop of Horrors (1986);0.4351608736597915,0.6223024567837279,;
Fandango (1985);0.5577407947932284,0.6548799421230921,;
Pretty in Pink (1986);0.5972276636051859,0.46951323920764154,;
Mulholland Falls (1996);0.6103048212168631,0.3862811538536381,;
Wonder Boys (2000);0.3724404612505655,0.8576445275057687,;
Almost Heroes (1998);0.6534364329743787,-0.05573638336398039,;
Ghost Dog: The Way of the Samurai (1999);0.3452598755355099,0.8295194001525648,;
Modern Affair, A (1995);0.3607633955925161,0.6794576933360662,;
Ice Storm, The (1997);0.18674557529106006,0.926737843225863,;
Mad Max 2 (a.k.a. The Road Warrior) (1981);0.5014904716687695,0.667495211198468,;
Scarlet Letter, The (1995);0.6108113137224959,0.09438177358829425,;
Solar Crisis (1993);0.4880285843555823,0.1437709113138968,;
Palmetto (1998);0.6602634743368825,0.28231099751749195,;
Cujo (1983);0.6479956349570121,0.1420884673054987,;
Cradle Will Rock, The (1999);0.4027763103694812,0.592789955894069,;
Yards, The (1999);0.29465233727372986,0.6707562248993767,;
Still Breathing (1997);0.7726116688997707,0.2856097282754573,;
Switchblade Sisters (1975);0.31956490075641336,0.4482187401875852,;
Star Wars: Episode IV - A New Hope (1977);0.7172210602203902,0.7671417530140842,;
Gilda (1946);0.3110308574074085,0.9470955107311598,;
So I Married an Axe Murderer (1993);0.5783136802617282,0.5069238075474695,;
Never Been Kissed (1999);0.678354469310462,0.26676660513978995,;
Supercop (1992);0.6021564726909694,0.5192704132298656,;
Myth of Fingerprints, The (1997);0.16941008112048192,0.6164526889515487,;
Stand and Deliver (1987);0.6337668307081349,0.6081495081423564,;
Juror, The (1996);0.6536327667336131,0.06608557650349096,;
Cure, The (1995);0.5723140417022294,0.4657081123433543,;
Violets Are Blue... (1986);0.6482489694085318,0.18132301082966307,;
Crush, The (1993);0.7384447964758802,0.02003479929588135,;
Bowfinger (1999);0.4445267656097082,0.5871387314962963,;
Faculty, The (1998);0.602407338974107,0.2015088692232083,;
Bluebeard (1944);0.5169672702254609,0.6497427460463113,;
Live Flesh (1997);0.3417945002265758,0.8486430227710737,;
Grosse Fatigue (1994);0.3445513124469915,0.8354878245273206,;
Color Purple, The (1985);0.6456889806400543,0.6457355081739548,;
Minus Man, The (1999);0.36315311140585055,0.5978010321418964,;
Devil's Own, The (1997);0.6548287434169672,0.19435386473302677,;
Hero (1992);0.6118274964093401,0.3141608107240839,;
Farinelli: il castrato (1994);0.6507103648260263,0.4684765926551497,;
Mr. Jealousy (1997);0.11202310705855315,0.7558687373026877,;
Retro Puppetmaster (1999);0.22459764084011657,0.12240975771005384,;
Halloween (1978);0.591322433595609,0.5932319041033067,;
Goldfinger (1964);0.6265041877494043,0.6661386982250451,;
Speechless (1994);0.6495768492381157,0.1933720203848837,;
Santa Claus: The Movie (1985);0.713391335347687,0.032099961224356335,;
Ever After: A Cinderella Story (1998);0.8089375718388474,0.36316472064670113,;
Meatballs III (1987);0.4744046869051849,-0.1738680856170157,;
Conversation, The (1974);0.3529103696066437,0.9938823120232109,;
SubUrbia (1997);0.43199778361087265,0.5097401290119571,;
Indian Summer (a.k.a. Alive & Kicking) (1996);0.7620338313215017,0.18200185124245735,;
Exorcist II: The Heretic (1977);0.3549826430775536,0.013053465250270483,;
Ciao, Professore! (Io speriamo che me la cavo ) (1993);0.6803267226766503,0.534235699585796,;
Contact (1997);0.7091919276992896,0.5456618046514253,;
Awfully Big Adventure, An (1995);-0.2314489772305469,0.8012600467545994,;
Merry War, A (1997);0.3738087586744639,0.3080791376024843,;
Autumn in New York (2000);0.5402903784761984,-0.05564538577261955,;
Arrival, The (1996);0.5832769782271455,0.33847355388821754,;
Madeline (1998);0.5541601243324816,0.4356836630968119,;
Volcano (1997);0.6827374668771331,0.01577552582141071,;
Alien: Resurrection (1997);0.6470289591025177,0.23870882571139562,;
Age of Innocence, The (1993);0.5131058319897682,0.6162875724547165,;
Friday the 13th (1980);0.7345324978087472,0.20296174579900442,;
Client, The (1994);0.7219409380869365,0.357701458588903,;
Nueba Yol (1995);4.321139236005195E-4,3.56697494573572E-4,;
King Kong (1976);0.54595020925508,0.2595676221093989,;
War Zone, The (1999);-0.011159762010594381,0.9942153492567913,;
Mrs. Dalloway (1997);0.5427673700734271,0.6930753942640095,;
Raise the Titanic (1980);0.7014269457807762,0.07416632135266668,;
Koyaanisqatsi (1983);0.4011343007453656,0.8661607971336186,;
Sinbad and the Eye of the Tiger (1977);0.6239019075857165,0.3944648586420614,;
All the King's Men (1949);0.5726015914181127,0.7713097285216364,;
Fire Down Below (1997);0.6928369399334884,-0.09558270311718829,;
Thomas Crown Affair, The (1999);0.7719953108953393,0.402881084762968,;
Somewhere in Time (1980);0.8213887643751023,0.33452482196284694,;
Pulp Fiction (1994);0.44000934023355637,0.9387245539201066,;
That's Life! (1986);0.4747855334817143,0.2747728336265233,;
Substitute, The (1996);0.6768762273900418,0.010178518730187528,;
Nikita (La Femme Nikita) (1990);0.585736338765236,0.737430996458004,;
Raise the Red Lantern (1991);0.412173586844432,0.898946748229615,;
Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977);0.7574853617123749,0.0709776995939698,;
Good Mother, The (1988);0.6304535314775903,0.3239819756220576,;
Lonely Are the Brave (1962);0.33416816224641216,0.9640178641779891,;
Real Genius (1985);0.6913966904676402,0.5422477711106288,;
Gothic (1986);0.3158142920661657,0.46770538224173913,;
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996);0.44265956417759017,0.9048785879425166,;
Loaded Weapon 1 (1993);0.5916971608983487,0.17908447868218613,;
2010 (1984);0.5995830510936004,0.4829451773942765,;
Cérémonie, La (1995);0.023891926538271074,0.8938627110582797,;
Rumble in the Bronx (1995);0.5635148708309348,0.5242043084858701,;
Poetic Justice (1993);0.6476509446768366,0.023410540377883118,;
Death Wish 3 (1985);0.7147894862312184,-0.12278943305439693,;
Vie est belle, La (Life is Rosey) (1987);0.38772601701087483,0.8561822307137432,;
Hoop Dreams (1994);0.41825411301891674,0.940023292322611,;
Stars Fell on Henrietta, The (1995);0.22480304164153275,0.7386865276442649,;
Widows' Peak (1994);0.324144269020287,0.6503457270551218,;
West Side Story (1961);0.6276355544079831,0.7590051533089075,;
Mole People, The (1956);0.36020020229233246,0.40257513722466304,;
Alien (1979);0.5684201256321169,0.8136105664508588,;
Jules and Jim (Jules et Jim) (1961);0.31139728864402705,0.8958990419378664,;
Boys, The (1997);0.5173536990727262,0.1857112380123278,;
Desert Bloom (1986);0.3464560623036324,0.6543375094539333,;
Karate Kid III, The (1989);0.5673860140532626,-0.0921791455857413,;
Dangerous Ground (1997);0.7606710805635836,-0.13778796127005946,;
Picture Perfect (1997);0.6353567757304811,0.17206686078499359,;
Breakfast Club, The (1985);0.6799605604415867,0.6155729533017141,;
Tough Guys (1986);0.5638713224804482,0.3166040507638026,;
Another Day in Paradise (1998);0.573900711626461,0.5421806843018163,;
Last Action Hero (1993);0.5618721570921225,0.14475839336113952,;
Ed's Next Move (1996);0.38542260568113296,0.9306400432759165,;
Children of Heaven, The (Bacheha-Ye Aseman) (1997);0.3972966658632795,0.9725493817173996,;
Texas Chainsaw Massacre 2, The (1986);0.4614754571453261,0.15640483130665514,;
Pompatus of Love, The (1996);0.4423599478362812,0.3464049582967197,;
Odd Couple, The (1968);0.5681268163706468,0.7641864525425706,;
Legend (1985);0.6371671781590509,0.35964149002185686,;
Perfect World, A (1993);0.4767027162675405,0.6469377451321607,;
Picnic (1955);0.45112961427014464,0.7566405569534156,;
Beans of Egypt, Maine, The (1994);0.3284622359731661,0.7190013162083078,;
You Can't Take It With You (1938);0.3402277005934912,0.9624581364439297,;
Body Heat (1981);0.5520731326281978,0.7562115762924767,;
Four Rooms (1995);0.6112788565664324,0.4740897090226835,;
Steal Big, Steal Little (1995);0.6990962339892985,0.05800469843863624,;
Friday (1995);0.6359896288934284,0.591360352658372,;
It Happened One Night (1934);0.6155601946325416,0.848922433721428,;
Best Man, The (1999);0.7011570914098357,0.2265648451680734,;
Love & Human Remains (1993);0.41115959050744544,0.609961983794819,;
Nell (1994);0.6270626654010512,0.40069044506132545,;
Thing From Another World, The (1951);0.5214178894235818,0.7558051620920281,;
Hoodlum (1997);0.6865576393900452,0.14374566566868435,;
My Blue Heaven (1990);0.6644786058558165,0.3429495013892797,;
Carlito's Way (1993);0.520307830783699,0.6794199721388264,;
Ed (1996);0.5873599921392098,0.17817726008581997,;
Kansas City (1996);0.4646376818801008,0.5373831991049386,;
Underground (1995);0.22250334718885598,0.8813531371802549,;
Flirt (1995);0.14334516692026106,0.9154020909875185,;
Guinevere (1999);0.3821833460732737,0.6600089866817391,;
Gandhi (1982);0.5823892907962716,0.7915484965461345,;
Edward Scissorhands (1990);0.36954219872992794,0.7199745792326804,;
Heart Condition (1990);0.6219412474347604,0.11824034336366235,;
Some Like It Hot (1959);0.5355106929208083,0.9013020789477639,;
Night Flier (1997);0.6351993481997004,0.08582670986480814,;
Exit to Eden (1994);0.6051460423822942,-0.003981120129285216,;
Postman, The (1997);0.7685504003091621,0.04396035887261746,;
Lawnmower Man 2: Beyond Cyberspace (1996);0.3078306807949096,-0.004688324618324282,;
Hollywood Knights, The (1980);0.561453403633046,0.44750413283795315,;
Smoking/No Smoking (1993);0.6020016037465941,0.6586901687641776,;
Crow: City of Angels, The (1996);0.5684883979370042,-0.041389304761703744,;
Mediterraneo (1991);0.40371591664507456,0.8203619274844138,;
Bride of Re-Animator (1990);0.5369655836438475,0.3066689078523067,;
Source, The (1999);0.04441304641373642,0.9400033964258502,;
When Harry Met Sally... (1989);0.7093726894017651,0.658635475088804,;
Seventh Heaven (Le Septième ciel) (1997);0.23091691391514138,0.4965079529872984,;
Maltese Falcon, The (1941);0.5345668066232976,0.930375296856694,;
Shane (1953);0.481314589706031,0.7830039652505285,;
Fury, The (1978);0.41412903733107265,0.4903346500988411,;
Crime and Punishment in Suburbia (2000);0.6927566168621269,0.3108273772300358,;
Color of Money, The (1986);0.5553314666224285,0.5416829162548358,;
Air Force One (1997);0.8435852877122262,0.2677464693725351,;
Nightwatch (1997);0.6535952551404938,0.28831086311406634,;
Good, The Bad and The Ugly, The (1966);0.539947251759229,0.8393780216350287,;
Buena Vista Social Club (1999);0.4117933259585829,0.8578629233046522,;
Kid in King Arthur's Court, A (1995);0.6529261899601859,-0.07677096706770792,;
Pie in the Sky (1995);0.5769987737175822,0.5840009621537336,;
Walking and Talking (1996);0.40743094481217046,0.7496059638095683,;
Phantoms (1998);0.6159802188277285,0.05454303886424024,;
Message in a Bottle (1999);0.7727977818548354,-0.025842112040775873,;
Great Mouse Detective, The (1986);0.6057255820673524,0.5121003085850476,;
Slaughterhouse 2 (1988);0.16640509184739352,-0.0536802048129516,;
Austin Powers: The Spy Who Shagged Me (1999);0.6268323587702211,0.40124041648470804,;
Saving Grace (2000);0.626041983635704,0.6013028471238776,;
Vegas Vacation (1997);0.6801056540634365,-0.0039008313783644205,;
He Got Game (1998);0.4720906975160097,0.6126063831717639,;
Pather Panchali (1955);0.3470046685390381,0.9978195592715126,;
Money Talks (1997);0.7890061873792595,-0.01143370132706448,;
Deep Blue Sea (1999);0.6958529727542749,0.10485977498630099,;
Assassins (1995);0.7345711598918483,0.0498296471451266,;
Butterfly Kiss (1995);0.3809821072958297,0.653671871753949,;
Toxic Avenger, Part II, The (1989);0.15021687075058884,0.2280248275655627,;
Year of the Horse (1997);0.46950134710587943,0.6542808643134357,;
Cleo From 5 to 7 (Cléo de 5 à 7) (1962);-0.04795491530778418,1.0,;
In Old California (1942);0.4144753705639761,0.5607173070751569,;
White Men Can't Jump (1992);0.5294411568993523,0.4494524579436609,;
In God's Hands (1998);0.9979063747098834,-0.09290151899506148,;
Back to the Future Part II (1989);0.737781079747482,0.32016656727173026,;
Cat People (1982);0.5413999388451288,0.445785927855976,;
Horror Hotel (a.k.a. The City of the Dead) (1960);0.41950602844656726,-0.03335440354880972,;
Peanuts - Die Bank zahlt alles (1996);0.08793688241888324,0.6001039947361921,;
Freedom for Us (À nous la liberté ) (1931);0.23220629640437107,0.9890173115458021,;
Stargate (1994);0.76576349433893,0.3043753916747036,;
Goonies, The (1985);0.6830230735964609,0.439069473129105,;
Sum of Us, The (1994);0.6659295606386869,0.6072807845489194,;
Inspector Gadget (1999);0.5535868850797736,-0.05050120335006112,;
First Kid (1996);0.6436407132867812,-0.0390002057321255,;
Go Now (1995);0.4985778108495901,0.5390736341735557,;
Isn't She Great? (2000);0.5450518949975911,0.12180385894134489,;
Weird Science (1985);0.6808412437241357,0.40110781420993435,;
Long Kiss Goodnight, The (1996);0.7336820163827873,0.37818234444630117,;
Destiny Turns on the Radio (1995);0.6708186031921074,0.05350204430574238,;
'Til There Was You (1997);0.5217911132277219,0.23381579825812862,;
Bonheur, Le (1965);0.2825048444689109,1.0,;
Sea Wolves, The (1980);0.7287087037282389,0.4393058943104101,;
Fathers' Day (1997);0.5646236041634702,0.08213608687352465,;
Firm, The (1993);0.725139852361777,0.38503866366998746,;
Boys of St. Vincent, The (1993);0.5547432908466504,0.7745175049044045,;
Extreme Measures (1996);0.593263657937052,0.31496900466742955,;
2 Days in the Valley (1996);0.554562909663294,0.4772854641293763,;
Rushmore (1998);0.19473076304578585,0.9661847088416494,;
Slingshot, The (Kådisbellan ) (1993);0.33532459087193317,0.6512007058619701,;
Kim (1950);0.5811065858684045,0.651734460207338,;
Candyman (1992);0.5628193086982318,0.28492648671980725,;
Piano, The (1993);0.38417637906488156,0.7702874949415053,;
Duck Soup (1933);0.37841446491130987,0.9562137344352107,;
Iron Eagle (1986);0.6941594720715667,-0.021574184445565636,;
Little City (1998);0.41920710046235243,0.3713512992885759,;
Strangeland (1998);0.18791371843818738,0.2251929283971715,;
Alley Cats, The (1968);0.7175170776081131,0.2188401637857901,;
Battlefield Earth (2000);0.426785021789078,-0.1589798204546822,;
Shadow of a Doubt (1943);0.5077263219200893,0.9442807631402634,;
Michael (1996);0.6768070212358658,0.2516951781020045,;
Adventures of Elmo in Grouchland, The (1999);0.3112481155212736,0.2918776065964943,;
Being Human (1993);0.3706467823031053,0.25841530426856674,;
Dead Poets Society (1989);0.7272171568677294,0.6558847231573188,;
Torn Curtain (1966);0.6135580118733478,0.4786672418964953,;
Up in Smoke (1978);0.5902697197165782,0.4958832920411445,;
Gate, The (1987);0.6179236535118037,0.13920637664422644,;
Tango Lesson, The (1997);0.4279434736488441,0.6861077163027329,;
Magnum Force (1973);0.6664011211529923,0.5328608457558999,;
Mirage (1995);0.26623437075039097,0.796972075374582,;
Waking Ned Devine (1998);0.5590726062899847,0.7176795403629663,;
Window to Paris (1994);0.8886528531064726,0.5686196305268841,;
B*A*P*S (1997);0.4498268699975107,-0.12261633731319195,;
Night of the Living Dead (1968);0.4246004750339146,0.7223591967896784,;
Lords of Flatbush, The (1974);0.5336138870012891,0.28846646965834255,;
Kicked in the Head (1997);0.06623288305707066,0.4891875666504194,;
Balto (1995);0.7122317080291484,0.3121178616512865,;
One Flew Over the Cuckoo's Nest (1975);0.5384679603288216,0.9383445048000425,;
Shadow, The (1994);0.4845232952140261,0.2764283820363506,;
Dragonheart (1996);0.7496635111225675,0.195581482309,;
Tingler, The (1959);0.4112271943638545,0.5618761523339442,;
Devil Girl From Mars (1954);-0.04873952997513994,0.9973447976662366,;
This Is My Father (1998);0.7572873402183397,0.4620750362527772,;
Blind Date (1987);0.595585181035444,0.18694212034523483,;
Beverly Hills Cop III (1994);0.7075594393454644,-0.07209900999342947,;
Guardian, The (1990);0.6012854665994645,-0.04737347538442106,;
Spitfire Grill, The (1996);0.7209960184515702,0.4077100394488424,;
Guns of Navarone, The (1961);0.6712859425884345,0.6557511202331096,;
Sophie's Choice (1982);0.442624817766522,0.8471369016981851,;
Two Family House (2000);0.40572607968644053,0.8365393552710456,;
In the Army Now (1994);0.5958914414120315,-0.05060708216613117,;
Time Tracers (1995);0.28107096269951237,-0.10936026076965528,;
Spanish Prisoner, The (1997);0.47937754404798066,0.782167212964938,;
Country (1984);0.5751655031029153,0.5888900047140241,;
Heavy (1995);0.44863457986125554,0.6092374754471201,;
Cold Fever (Á köldum klaka) (1994);0.4626446480270151,0.8748740544670477,;
Pacific Heights (1990);0.6924371457480328,0.30619067532648936,;
Everything You Always Wanted to Know About Sex (1972);0.5179826010488232,0.6322422803092317,;
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950);0.43507394344708294,0.9905908042194185,;
Bent (1997);0.6451409574423531,0.5388675805483762,;
Kids of the Round Table (1995);0.6759812633022683,-0.3221661542806104,;
Angel Heart (1987);0.31456511125126224,0.7050677856925773,;
Stranger, The (1994);0.6126797565571095,0.5985517283384936,;
Lock, Stock & Two Smoking Barrels (1998);0.5696584059279466,0.7190403267697485,;
In the Line of Fire (1993);0.699548993700792,0.567091033827901,;
Soul Man (1986);0.6200835780396671,0.03562770415575384,;
Killing Zoe (1994);0.5442199577895652,0.5890792590734111,;
39 Steps, The (1935);0.5491610560313522,0.8154826022279109,;
Cat Ballou (1965);0.5952974224701453,0.6087615072938284,;
Abyss, The (1989);0.662480995484936,0.48892946068042387,;
Amateur (1994);0.32562647537282385,0.8275058457982237,;
Airheads (1994);0.652605755626171,0.10351858194887999,;
Castaway Cowboy, The (1974);0.7135921368763855,0.48978723233635696,;
Prince of Tides, The (1991);0.6209739969733974,0.32627256540592975,;
On the Beach (1959);0.5259712410029054,0.758730513365153,;
Invisible Man, The (1933);0.3919101624220621,0.7950978969312239,;
Soldier's Story, A (1984);0.619410619861863,0.6271651817372134,;
Police Academy 6: City Under Siege (1989);0.46764099767198997,-0.14870055591604683,;
Blue Lagoon, The (1980);0.5678601566119084,0.04308629187427605,;
My Left Foot (1989);0.42625836667694206,0.8563854164413344,;
Robin Hood: Men in Tights (1993);0.6959672758047274,0.11360822874638449,;
Dog Park (1998);0.29213903676118524,0.3946852277166672,;
Major League: Back to the Minors (1998);0.6745768118654559,-0.172375457700947,;
How to Stuff a Wild Bikini (1965);0.5525323521435731,0.13095371243887594,;
Young Guns II (1990);0.7520141894856406,0.09167007805811742,;
Manny & Lo (1996);0.6608941724805332,0.5782703780821353,;
Hate (Haine, La) (1995);0.2642224864440091,0.9182449510021741,;
Birdy (1984);0.4500990332568342,0.7858265618287595,;
Home Alone 3 (1997);0.49481750809748865,-0.14544465158325506,;
Dog Day Afternoon (1975);0.4399764585775331,0.8432696014561559,;
Ordinary People (1980);0.5138869446137979,0.7953940543777221,;
Irma la Douce (1963);0.5634603028617947,0.6696003499579934,;
Eyes of Laura Mars (1978);0.5693207825277096,0.4585614274922624,;
Carrie (1976);0.5099080084539841,0.6466410492934359,;
Uninvited Guest, An (2000);3.855205837125288E-4,-1.617811949090358E-4,;
Hollow Reed (1996);0.2993822938299019,0.744209739899915,;
Leaving Las Vegas (1995);0.3206692799798449,0.8049225494574538,;
Saint of Fort Washington, The (1993);0.4661175980028413,0.5459675216016917,;
City of Angels (1998);0.7911271264220169,0.20006450975630147,;
